<RecentFiles>
  <RecentFiles>
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest1.cs" caret="1895" fromTop="5" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest2.cs" caret="2902" fromTop="22" />
  </RecentFiles>
  <RecentEdits>
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest1.cs" caret="2579" fromTop="38" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest1.cs" caret="3678" fromTop="41" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest1.cs" caret="2690" fromTop="24" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest1.cs" caret="3642" fromTop="40" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest2.cs" caret="2151" fromTop="28" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest2.cs" caret="2151" fromTop="28" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest2.cs" caret="330" fromTop="14" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest2.cs" caret="3036" fromTop="17" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest2.cs" caret="1950" fromTop="15" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest1.cs" caret="2847" fromTop="21" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest1.cs" caret="1895" fromTop="5" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest2.cs" caret="2525" fromTop="23" />
    <File id="7C1905BF-B8C9-473A-9F93-7470E72BEA20/f:UnitTest2.cs" caret="2902" fromTop="22" />
  </RecentEdits>
</RecentFiles>
